,gx,gy,gz,ax,ay,az,mx,my,mz,q0,q1,q2,q3
1970,-0.016,0.008,0.02,-9.743,-0.369,-1.03,13.748,-0.579,-105.21,0.685,0.194,0.638,-0.288
1971,0.012,-0.034,0.013,-9.738,-0.445,-1.068,14.002,0.847,-105.753,0.685,0.193,0.638,-0.286
1972,-0.024,0.009,-0.035,-9.829,-0.374,-1.226,13.11,1.169,-106.214,0.686,0.192,0.639,-0.285
1973,-0.082,0.018,-0.013,-9.733,-0.335,-1.035,13.276,-1.078,-106.396,0.686,0.191,0.64,-0.283
1974,-0.018,-0.037,-0.04,-9.853,-0.35,-1.044,13.727,1.343,-105.174,0.686,0.19,0.641,-0.282
1975,0.028,-0.028,0.012,-9.757,-0.398,-1.015,13.105,1.65,-106.205,0.686,0.189,0.641,-0.281
1976,0.004,-0.001,-0.034,-9.743,-0.431,-1.068,13.268,1.013,-105.922,0.686,0.188,0.642,-0.28
1977,0.033,-0.083,0.023,-9.791,-0.369,-1.001,14.165,-0.273,-105.624,0.687,0.188,0.642,-0.278
1978,-0.033,-0.012,-0.008,-9.867,-0.378,-1.078,14.027,-0.429,-105.487,0.687,0.187,0.643,-0.277
1979,-0.024,-0.02,0.023,-9.767,-0.551,-1.03,14.027,-0.429,-105.487,0.687,0.186,0.643,-0.276
1980,0.072,-0.038,0.045,-9.815,-0.369,-1.011,13.273,0.533,-105.931,0.688,0.186,0.644,-0.274
1981,0.001,-0.036,-0.016,-9.753,-0.441,-0.992,13.258,0.524,-106.366,0.688,0.185,0.644,-0.273
1982,-0.002,0.012,-0.028,-9.872,-0.441,-1.073,12.48,1.31,-107.539,0.688,0.184,0.645,-0.272
1983,-0.011,-0.081,-0.025,-9.748,-0.484,-1.044,11.527,1.198,-105.837,0.688,0.183,0.645,-0.271
1984,0.034,-0.105,0.002,-9.863,-0.374,-0.977,13.269,1.82,-105.616,0.689,0.182,0.645,-0.27
1985,-0.027,-0.008,-0.02,-9.848,-0.374,-0.91,13.11,1.169,-106.214,0.689,0.181,0.646,-0.268
1986,0.012,-0.038,-0.005,-9.896,-0.465,-0.996,14.177,1.023,-104.874,0.689,0.18,0.646,-0.267
1987,-0.013,-0.035,-0.012,-9.891,-0.354,-0.867,13.179,1.208,-104.327,0.689,0.179,0.647,-0.266
1988,0.003,-0.018,0.012,-9.815,-0.465,-0.944,14.345,0.873,-104.291,0.69,0.179,0.647,-0.265
1989,-0.021,0.028,-0.017,-9.891,-0.465,-1.102,14.345,0.873,-104.291,0.69,0.178,0.648,-0.263
1990,0.066,-0.054,0.031,-9.796,-0.383,-0.872,12.39,1.988,-105.79,0.69,0.177,0.648,-0.262
1991,0.017,-0.054,0.001,-9.896,-0.374,-0.853,12.41,1.193,-105.515,0.69,0.177,0.649,-0.261
1992,0.012,-0.004,0.041,-9.844,-0.402,-0.992,14.16,0.207,-105.615,0.69,0.176,0.649,-0.26
1993,0.027,-0.039,0.04,-9.8,-0.498,-0.877,13.284,0.539,-105.64,0.691,0.175,0.65,-0.259
1994,0.038,-0.056,0.029,-9.829,-0.455,-0.819,13.284,0.539,-105.64,0.691,0.175,0.65,-0.257
1995,0.077,-0.033,0.007,-9.844,-0.259,-0.934,13.123,0.048,-106.235,0.691,0.174,0.65,-0.256
1996,-0.021,-0.011,-0.065,-9.781,-0.465,-0.891,15.167,-0.778,-106.177,0.691,0.173,0.651,-0.255
1997,-0.002,-0.032,0.007,-9.839,-0.541,-0.948,14.289,1.164,-105.737,0.692,0.173,0.651,-0.254
1998,0.043,-0.038,-0.014,-9.844,-0.498,-0.829,12.979,-0.594,-106.398,0.692,0.172,0.651,-0.253
1999,-0.004,-0.055,0.021,-9.753,-0.364,-0.857,14.281,-0.453,-106.493,0.692,0.171,0.652,-0.252
2000,-0.011,-0.012,-0.034,-9.638,-0.56,-0.901,13.694,0.518,-106.351,0.692,0.17,0.652,-0.251
2001,-0.018,-0.004,-0.022,-9.671,-0.378,-0.91,13.694,0.518,-106.351,0.692,0.169,0.653,-0.25
2002,-0.04,-0.023,-0.023,-9.781,-0.556,-0.848,12.55,0.221,-105.963,0.693,0.168,0.653,-0.248
2003,0.046,-0.039,-0.026,-9.815,-0.46,-0.958,14.016,-0.435,-105.777,0.693,0.168,0.654,-0.247
2004,0.037,-0.075,0.052,-9.762,-0.527,-0.848,14.182,0.543,-104.883,0.693,0.167,0.654,-0.246
2005,0.017,0.036,-0.009,-9.829,-0.57,-0.881,13.562,1.173,-105.763,0.693,0.167,0.655,-0.245
2006,0.002,0.007,0.017,-9.762,-0.321,-0.92,13.982,1.158,-106.183,0.693,0.166,0.655,-0.244
2007,-0.006,-0.028,-0.085,-9.762,-0.388,-0.891,13.123,0.048,-106.235,0.693,0.165,0.656,-0.243
2008,0.024,0,0.003,-9.815,-0.513,-0.992,14.06,0.396,-104.31,0.693,0.164,0.656,-0.242
2009,0.029,0.006,0.047,-9.748,-0.393,-0.944,13.582,0.378,-105.488,0.693,0.164,0.657,-0.241
2010,0.001,0,0.017,-9.949,-0.613,-0.996,12.156,-0.233,-104.971,0.693,0.163,0.657,-0.239
2011,-0.003,-0.019,0.025,-9.81,-0.469,-0.867,14.883,0.519,-105.583,0.694,0.163,0.658,-0.238
2012,0.055,0.004,0.012,-9.853,-0.517,-0.939,11.86,0.251,-104.973,0.694,0.162,0.658,-0.237
2013,0.01,0.016,-0.082,-9.666,-0.517,-0.953,11.86,0.251,-104.973,0.694,0.161,0.659,-0.236
2014,-0.021,0.019,-0.035,-9.844,-0.57,-0.953,14.018,0.372,-105.472,0.694,0.16,0.659,-0.235
2015,0.015,-0.017,-0.017,-9.791,-0.445,-0.958,13.965,0.342,-106.924,0.694,0.159,0.66,-0.234
2016,-0.017,0.036,-0.03,-9.911,-0.34,-0.929,13.613,0.396,-104.616,0.694,0.159,0.66,-0.233
2017,-0.048,0.027,-0.018,-9.834,-0.445,-0.8,13.224,0.912,-103.171,0.694,0.158,0.661,-0.232
2018,-0.025,0.042,-0.068,-9.743,-0.445,-0.805,14.211,-0.57,-104.468,0.694,0.157,0.662,-0.231
2019,0.018,-0.041,-0.015,-9.753,-0.517,-0.862,12.146,-0.239,-105.262,0.694,0.156,0.662,-0.23
2020,0.035,-0.01,-0.045,-9.776,-0.445,-0.872,13.995,0.037,-106.204,0.694,0.155,0.662,-0.229
2021,-0.031,-0.01,-0.077,-9.853,-0.623,-0.987,13.995,0.037,-106.204,0.694,0.154,0.663,-0.228
2022,-0.05,0.07,-0.027,-9.829,-0.513,-0.896,14.851,0.984,-106.3,0.694,0.153,0.664,-0.227
2023,0.037,-0.011,0.002,-9.887,-0.536,-0.838,14.851,0.984,-106.3,0.694,0.153,0.664,-0.226
2024,-0.039,0.028,-0.037,-9.824,-0.556,-0.92,13.736,0.542,-105.189,0.694,0.152,0.665,-0.225
2025,0.017,-0.012,0.034,-9.676,-0.522,-0.92,14.594,-0.605,-105.905,0.694,0.152,0.665,-0.224
2026,0.051,-0.088,-0.005,-9.738,-0.455,-0.867,13.303,0.227,-105.211,0.694,0.151,0.665,-0.223
2027,0.045,-0.054,0.059,-9.824,-0.489,-0.867,13.13,0.858,-105.785,0.694,0.151,0.665,-0.222
2028,0.056,-0.073,0.058,-9.772,-0.527,-0.857,12.976,-0.274,-106.392,0.695,0.15,0.665,-0.221
2029,0.054,-0.077,0.053,-9.834,-0.508,-0.752,15.217,0.863,-104.259,0.695,0.15,0.665,-0.22
2030,-0.001,0.005,0.071,-9.738,-0.56,-0.972,13.604,1.197,-104.601,0.695,0.149,0.666,-0.218
2031,0.035,0.023,0.068,-9.829,-0.498,-1.001,13.759,-0.573,-104.92,0.695,0.149,0.666,-0.217
2032,0.02,-0.007,-0.013,-9.824,-0.517,-0.972,13.149,0.063,-105.509,0.695,0.148,0.667,-0.216
2033,-0.002,-0.022,0.04,-9.772,-0.56,-0.891,13.149,0.063,-105.509,0.695,0.148,0.667,-0.215
2034,-0.013,0.084,-0.047,-9.815,-0.522,-0.924,13.739,0.222,-105.195,0.695,0.147,0.668,-0.214
2035,0.011,0.025,-0.003,-9.633,-0.503,-0.881,13.776,0.243,-104.179,0.695,0.146,0.668,-0.213
2036,-0.02,0.053,-0.024,-9.82,-0.556,-0.953,13.776,0.243,-104.179,0.695,0.146,0.669,-0.212
2037,0.028,0.041,-0.018,-9.805,-0.536,-0.786,14.777,1.188,-104.269,0.695,0.145,0.67,-0.211
2038,0.002,0.076,0.022,-9.829,-0.508,-0.987,14.182,0.543,-104.883,0.694,0.145,0.67,-0.21
2039,-0.035,0.035,-0.028,-9.81,-0.378,-0.968,13.238,1.319,-106.642,0.694,0.144,0.671,-0.209
2040,0,0.031,-0.011,-9.805,-0.45,-0.857,13.284,0.539,-105.64,0.694,0.143,0.671,-0.208
2041,0.01,0.023,0.016,-9.853,-0.536,-0.896,14.181,-0.264,-105.188,0.694,0.143,0.672,-0.207
2042,-0.011,0.015,-0.023,-9.791,-0.536,-0.891,13.746,0.548,-104.899,0.694,0.142,0.672,-0.206
2043,-0.025,0.037,-0.046,-9.729,-0.46,-0.948,14.328,0.057,-105.032,0.694,0.141,0.673,-0.205
2044,-0.009,0.048,-0.053,-9.824,-0.661,-0.915,14.042,-0.42,-105.051,0.694,0.14,0.674,-0.204
2045,0.001,-0.01,0.02,-9.82,-0.517,-1.044,14.042,-0.42,-105.051,0.694,0.14,0.674,-0.203
2046,0.021,-0.012,0.031,-9.863,-0.599,-0.848,13.3,0.548,-105.205,0.694,0.139,0.674,-0.202
2047,0.009,-0.012,0.022,-9.858,-0.632,-0.939,13.105,1.65,-106.205,0.694,0.139,0.675,-0.201
2048,-0.009,0.014,-0.002,-9.753,-0.541,-0.91,13.247,0.518,-106.657,0.694,0.138,0.675,-0.2
2049,0.01,-0.05,0.004,-9.719,-0.46,-0.972,14.03,-0.749,-105.493,0.694,0.137,0.675,-0.199
2050,0.01,-0.06,0.052,-9.896,-0.527,-1.044,13.284,0.539,-105.64,0.695,0.137,0.675,-0.198
2051,-0.008,-0.026,-0.033,-9.767,-0.479,-0.934,13.301,1.355,-104.899,0.695,0.136,0.676,-0.197
2052,0.056,-0.095,0.025,-9.839,-0.599,-0.91,14.033,0.381,-105.036,0.695,0.136,0.676,-0.196
2053,0.034,-0.047,0.037,-9.8,-0.536,-0.829,14.03,-0.749,-105.493,0.695,0.135,0.676,-0.195
2054,0.017,-0.084,0.073,-9.81,-0.551,-0.953,13.55,0.843,-106.205,0.696,0.135,0.676,-0.194
2055,0.027,-0.034,0.03,-9.824,-0.556,-0.915,13.55,0.843,-106.205,0.696,0.134,0.676,-0.193
2056,-0.007,-0.079,0.019,-9.786,-0.57,-0.786,13.994,2.455,-105.433,0.696,0.134,0.676,-0.192
2057,0.014,-0.055,0.028,-9.858,-0.57,-0.881,12.567,1.037,-105.222,0.696,0.133,0.676,-0.191
2058,0.021,0.048,0.042,-9.858,-0.57,-0.867,12.567,1.037,-105.222,0.696,0.133,0.677,-0.19
2059,-0.005,0.02,0.024,-9.824,-0.445,-0.762,13.247,0.518,-106.657,0.696,0.132,0.677,-0.189
2060,-0.057,0.025,-0.056,-9.81,-0.647,-0.766,13.194,1.217,-103.891,0.696,0.131,0.678,-0.188
2061,0.07,-0.023,0.027,-9.796,-0.613,-0.944,13.002,-0.259,-105.666,0.696,0.131,0.678,-0.187
2062,-0.005,-0.006,0.001,-9.829,-0.556,-0.833,13.296,-0.583,-105.661,0.696,0.13,0.678,-0.186
2063,0.026,-0.009,0.03,-9.8,-0.479,-0.963,14.177,1.023,-104.874,0.696,0.13,0.679,-0.185
2064,0.004,-0.043,0.058,-9.844,-0.618,-0.848,14.181,-0.264,-105.188,0.696,0.13,0.679,-0.184
2065,0.027,0.026,0.049,-9.81,-0.57,-0.838,14.181,-0.264,-105.188,0.696,0.129,0.679,-0.183
2066,-0.041,0.02,0.05,-9.891,-0.546,-0.824,13.311,1.844,-104.455,0.696,0.129,0.68,-0.182
2067,-0.014,-0.005,0.004,-9.8,-0.56,-0.805,13.311,1.844,-104.455,0.696,0.128,0.68,-0.181
2068,0.021,-0.039,0.067,-9.776,-0.647,-0.843,14.909,0.534,-104.857,0.697,0.128,0.68,-0.18
2069,0.017,-0.001,0.051,-9.781,-0.503,-0.853,14.617,-0.27,-105.173,0.697,0.127,0.681,-0.179
2070,0.016,-0.048,0.04,-9.714,-0.508,-0.723,11.959,-0.745,-106.583,0.697,0.127,0.681,-0.178
2071,-0.005,0.032,-0.061,-9.767,-0.556,-0.69,13.243,1.805,-106.342,0.697,0.126,0.681,-0.178
2072,0.037,-0.033,0.024,-9.8,-0.465,-0.819,13.01,1.358,-104.91,0.697,0.126,0.681,-0.177
2073,0.043,-0.038,0.018,-9.748,-0.465,-0.838,13.582,0.378,-105.488,0.697,0.125,0.681,-0.176
2074,0.039,-0.013,0.011,-9.709,-0.532,-0.915,13.323,-0.568,-104.935,0.697,0.125,0.682,-0.175
2075,0.06,-0.034,-0.026,-9.834,-0.369,-0.872,13.323,-0.568,-104.935,0.697,0.124,0.682,-0.175
2076,-0.007,0.046,0.027,-9.748,-0.589,-0.901,13.012,0.231,-105.221,0.697,0.124,0.682,-0.174
2077,0.011,0.009,-0.013,-9.858,-0.469,-0.905,13.012,0.231,-105.221,0.697,0.123,0.683,-0.173
2078,0.051,-0.023,0.011,-9.848,-0.656,-0.872,12.471,0.906,-103.923,0.697,0.123,0.683,-0.172
2079,-0.033,0.063,-0.039,-9.729,-0.374,-0.891,13.305,1.034,-104.905,0.696,0.122,0.684,-0.171
2080,0.029,-0.032,-0.015,-9.834,-0.527,-0.91,14.175,0.216,-105.179,0.697,0.122,0.684,-0.171
2081,0.019,-0.024,0.019,-9.69,-0.479,-0.805,14.072,-0.725,-104.331,0.697,0.121,0.684,-0.17
2082,-0.005,-0.025,-0.033,-9.724,-0.56,-0.81,13.622,-0.405,-104.631,0.697,0.12,0.684,-0.169
2083,-0.02,-0.061,-0.016,-9.834,-0.594,-0.872,13.161,0.392,-105.068,0.697,0.12,0.684,-0.168
2084,-0.014,-0.02,-0.016,-9.676,-0.517,-0.805,12.487,0.431,-103.642,0.697,0.119,0.685,-0.167
2085,-0.011,-0.069,0.008,-9.834,-0.532,-0.829,13.182,0.888,-104.333,0.697,0.118,0.685,-0.167
2086,0.031,-0.061,0.014,-9.748,-0.604,-0.838,14.024,1.182,-105.021,0.697,0.118,0.685,-0.166
2087,0.028,-0.058,0.001,-9.858,-0.565,-0.766,13.146,0.383,-105.503,0.698,0.117,0.685,-0.165
2088,0.043,-0.083,-0.037,-9.729,-0.56,-0.781,13.146,0.383,-105.503,0.698,0.117,0.685,-0.165
2089,0.006,-0.025,-0.042,-9.791,-0.627,-0.901,15.755,0.508,-105.551,0.698,0.116,0.685,-0.164
2090,-0.022,0.007,-0.05,-9.81,-0.671,-0.81,15.755,0.508,-105.551,0.698,0.115,0.686,-0.163
2091,-0.009,-0.011,0,-9.911,-0.723,-0.752,13.156,0.873,-105.059,0.698,0.115,0.686,-0.163
2092,-0.003,0.043,0,-9.877,-0.594,-0.704,14.051,-1.221,-105.066,0.698,0.114,0.686,-0.162
2093,0.006,-0.011,-0.013,-9.781,-0.675,-0.757,14.788,-0.74,-104.595,0.698,0.114,0.686,-0.161
2094,-0.021,0.01,0.037,-9.796,-0.642,-0.886,12.455,0.897,-104.359,0.698,0.113,0.687,-0.16
2095,0.016,0.032,-0.012,-9.858,-0.632,-0.637,13.606,-0.414,-105.067,0.697,0.112,0.687,-0.159
2096,-0.014,0.018,-0.014,-9.748,-0.719,-0.728,13.177,0.401,-104.632,0.697,0.112,0.688,-0.159
2097,0.035,-0.017,0.029,-9.786,-0.651,-0.742,13.177,0.401,-104.632,0.697,0.111,0.688,-0.158
2098,0.001,0.007,-0.026,-9.781,-0.565,-0.776,14.328,0.057,-105.032,0.697,0.111,0.688,-0.157
2099,-0.017,0.02,-0.011,-9.853,-0.623,-0.723,14.07,0.886,-103.866,0.697,0.11,0.688,-0.156
2100,0.036,-0.019,0.017,-9.781,-0.661,-0.738,14.07,0.886,-103.866,0.697,0.11,0.689,-0.156
2101,-0.015,-0.002,-0.03,-9.896,-0.613,-0.824,13.329,0.242,-104.485,0.697,0.109,0.689,-0.155
2102,-0.02,0.05,0,-9.81,-0.671,-0.719,13.035,0.566,-104.489,0.697,0.109,0.689,-0.154
2103,0.041,-0.019,0.034,-9.829,-0.627,-0.671,14.172,-1.881,-105.944,0.697,0.108,0.689,-0.154
2104,-0.043,0.051,-0.05,-9.815,-0.632,-0.848,13.555,0.363,-106.214,0.697,0.107,0.69,-0.153
2105,0.025,0.008,0.028,-9.676,-0.695,-0.814,13.121,1.659,-105.77,0.697,0.107,0.69,-0.152
2106,-0.02,0.033,-0.01,-9.748,-0.604,-0.824,14.349,-0.414,-104.605,0.697,0.106,0.691,-0.151
2107,-0.009,-0.008,-0.034,-9.776,-0.474,-0.838,14.618,0.537,-104.867,0.697,0.106,0.691,-0.151
2108,-0.047,0.019,-0.026,-9.844,-0.584,-0.747,14.23,-1.365,-104.193,0.697,0.105,0.691,-0.15
2109,0.025,-0.014,0.065,-9.867,-0.58,-0.776,14.018,0.372,-105.472,0.697,0.105,0.691,-0.149
2110,0.033,-0.067,0.026,-9.815,-0.623,-0.733,14.018,0.372,-105.472,0.697,0.105,0.691,-0.148
2111,-0.046,0.036,0.045,-9.762,-0.618,-0.627,13.277,0.212,-105.937,0.697,0.104,0.692,-0.147
2112,0.023,-0.051,0.055,-9.834,-0.556,-0.685,13.186,-0.4,-104.647,0.697,0.104,0.692,-0.146
2113,0.034,-0.034,0.056,-9.939,-0.527,-0.623,12.699,0.383,-105.81,0.697,0.104,0.692,-0.146
2114,-0.038,-0.002,0.008,-9.901,-0.594,-0.733,14.576,0.997,-105.875,0.697,0.103,0.692,-0.145
2115,-0.031,-0.021,0.027,-9.757,-0.565,-0.771,14.764,0.052,-105.016,0.697,0.102,0.692,-0.144
2116,0.043,-0.037,0.016,-9.781,-0.637,-0.627,13.995,0.037,-106.204,0.697,0.102,0.692,-0.143
2117,-0.061,0.013,0.011,-9.824,-0.613,-0.738,13.149,0.063,-105.509,0.697,0.101,0.693,-0.142
2118,0.018,-0.059,0.001,-9.844,-0.608,-0.68,13.181,0.081,-104.638,0.697,0.101,0.693,-0.142
2119,-0.02,0.034,-0.057,-9.767,-0.623,-0.685,14.757,-0.758,-105.467,0.697,0.1,0.693,-0.141
2120,-0.001,-0.022,-0.017,-9.81,-0.599,-0.661,14.757,-0.758,-105.467,0.697,0.1,0.693,-0.141
2121,-0.025,0.001,-0.003,-9.8,-0.671,-0.733,14.354,0.072,-104.306,0.697,0.099,0.694,-0.14
2122,0.046,-0.036,0.068,-9.839,-0.527,-0.623,14.354,0.072,-104.306,0.697,0.099,0.694,-0.139
2123,0.047,-0.046,0.03,-9.853,-0.56,-0.661,15.216,0.056,-104.565,0.698,0.099,0.694,-0.139
2124,-0.051,-0.002,0.022,-9.915,-0.604,-0.714,13.627,0.081,-104.332,0.698,0.098,0.694,-0.138
2125,-0.007,0.018,-0.004,-9.882,-0.709,-0.604,15.216,0.056,-104.565,0.698,0.097,0.694,-0.137
2126,-0.024,-0.012,-0.002,-9.887,-0.647,-0.642,13.012,0.231,-105.221,0.698,0.097,0.694,-0.136
2127,0.05,0.008,0.042,-9.939,-0.56,-0.714,13.748,-0.579,-105.21,0.697,0.097,0.695,-0.136
2128,0.023,-0.03,0.087,-9.891,-0.685,-0.723,13.336,0.569,-104.188,0.698,0.097,0.695,-0.135
2129,-0.01,0.033,-0.006,-9.872,-0.656,-0.733,13.336,0.569,-104.188,0.697,0.096,0.695,-0.134
2130,-0.038,0.011,0.048,-9.906,-0.613,-0.656,13.327,1.37,-104.173,0.697,0.096,0.695,-0.133
2131,0.026,-0.019,0.068,-9.729,-0.608,-0.651,13.066,1.068,-103.464,0.698,0.095,0.695,-0.132
2132,-0.004,0.011,0.012,-9.834,-0.536,-0.685,13.066,1.068,-103.464,0.697,0.095,0.696,-0.132
2133,-0.012,0.014,0.001,-9.762,-0.503,-0.68,14.618,0.537,-104.867,0.697,0.094,0.696,-0.131
2134,-0.048,0.042,0.042,-9.858,-0.666,-0.536,14.009,1.173,-105.457,0.697,0.094,0.696,-0.13
2135,0.035,0.049,-0.019,-9.858,-0.498,-0.733,13.582,0.378,-105.488,0.697,0.094,0.697,-0.13
2136,-0.013,0.014,-0.025,-9.891,-0.613,-0.613,14.194,1.839,-104.133,0.697,0.093,0.697,-0.129
2137,0.049,-0.005,0.022,-9.939,-0.584,-0.68,14.228,0.246,-103.727,0.697,0.093,0.697,-0.128
2138,-0.017,-0.007,-0.06,-9.762,-0.565,-0.699,13.112,0.042,-106.526,0.697,0.092,0.697,-0.128
2139,-0.001,0.021,0.107,-9.891,-0.517,-0.618,13.174,-0.729,-105.089,0.697,0.092,0.697,-0.127
2140,0.024,-0.013,0.041,-9.786,-0.58,-0.642,13.582,0.378,-105.488,0.697,0.092,0.697,-0.126
2141,0.044,0.019,0.027,-9.767,-0.498,-0.771,15.135,1.138,-106.431,0.697,0.091,0.698,-0.126
2142,-0.027,0.021,-0.017,-9.896,-0.594,-0.843,15.135,1.138,-106.431,0.697,0.091,0.698,-0.125
2143,-0.035,0.044,-0.072,-9.681,-0.57,-0.714,14.095,-0.39,-103.599,0.697,0.09,0.698,-0.125
2144,-0.022,0.05,-0.037,-9.887,-0.604,-0.541,14.095,-0.39,-103.599,0.696,0.089,0.699,-0.124
2145,0.027,-0.007,0.003,-9.92,-0.589,-0.776,13.781,-0.238,-104.188,0.696,0.089,0.699,-0.124
2146,-0.02,0.044,-0.047,-9.877,-0.556,-0.623,14.086,0.411,-103.584,0.696,0.088,0.699,-0.123
2147,-0.035,0.051,-0.03,-9.8,-0.575,-0.68,12.743,-1.204,-105.114,0.696,0.088,0.7,-0.122
2148,-0.039,0.005,-0.062,-9.858,-0.56,-0.666,14.009,1.173,-105.457,0.696,0.087,0.7,-0.122
2149,0.03,-0.039,-0.013,-9.896,-0.594,-0.738,13.806,-1.03,-103.767,0.696,0.087,0.7,-0.121
2150,0.034,-0.078,0.013,-9.915,-0.57,-0.747,14.786,0.387,-104.284,0.696,0.086,0.7,-0.121
2151,-0.004,-0.09,-0.047,-9.733,-0.58,-0.776,14.786,0.387,-104.284,0.696,0.086,0.7,-0.121
2152,-0.07,-0.041,-0.08,-9.762,-0.651,-0.752,13.179,-1.21,-105.098,0.696,0.085,0.7,-0.12
2153,0.026,-0.104,0.023,-9.786,-0.546,-0.589,13.287,0.218,-105.646,0.697,0.084,0.7,-0.12
2154,-0.003,-0.074,-0.01,-9.882,-0.647,-0.675,13.287,0.218,-105.646,0.697,0.084,0.7,-0.119
2155,-0.013,-0.082,0.027,-9.882,-0.608,-0.532,14.219,1.047,-103.712,0.697,0.083,0.7,-0.118
2156,-0.007,-0.101,-0.011,-9.8,-0.719,-0.589,13.181,0.081,-104.638,0.698,0.083,0.699,-0.118
2157,-0.017,-0.037,-0.042,-9.848,-0.618,-0.627,12.158,1.058,-104.512,0.698,0.082,0.699,-0.117
2158,-0.054,-0.013,-0.025,-9.844,-0.704,-0.532,12.445,0.891,-104.649,0.698,0.081,0.7,-0.117
2159,-0.032,-0.025,-0.012,-9.92,-0.752,-0.556,13.781,-0.238,-104.188,0.698,0.081,0.7,-0.116
2160,-0.006,-0.043,0.049,-9.891,-0.728,-0.685,13.617,0.075,-104.622,0.698,0.08,0.7,-0.116
2161,-0.009,-0.013,-0.002,-9.786,-0.747,-0.575,13.617,0.075,-104.622,0.698,0.08,0.7,-0.115
2162,-0.054,-0.002,-0.004,-9.757,-0.728,-0.647,14.166,1.017,-105.164,0.698,0.079,0.7,-0.114
2163,0.01,-0.085,0.051,-9.911,-0.527,-0.594,13.636,-0.72,-104.347,0.698,0.079,0.7,-0.114
2164,0.019,-0.051,-0.005,-9.901,-0.666,-0.642,13.636,-0.72,-104.347,0.698,0.079,0.7,-0.113
2165,-0.041,0.041,-0.018,-10.002,-0.642,-0.608,13.597,0.387,-105.052,0.698,0.078,0.7,-0.113
2166,0.007,-0.003,0.056,-9.805,-0.642,-0.637,14.066,1.206,-103.86,0.698,0.078,0.7,-0.112
2167,-0.021,0.02,-0.009,-9.733,-0.599,-0.608,13.327,-1.855,-105.25,0.698,0.077,0.701,-0.111
2168,-0.034,0.012,0.009,-9.815,-0.56,-0.695,15.523,0.868,-103.813,0.698,0.077,0.701,-0.111
2169,-0.036,0.047,-0.032,-9.81,-0.68,-0.613,13.13,0.858,-105.785,0.698,0.076,0.701,-0.11
2170,0.01,0.005,-0.019,-9.829,-0.627,-0.58,13.344,-1.039,-104.509,0.698,0.076,0.701,-0.11
2171,-0.02,0.001,-0.054,-9.815,-0.618,-0.613,13.356,0.257,-103.759,0.698,0.075,0.702,-0.109
2172,0.029,-0.023,0.03,-9.776,-0.738,-0.671,12.613,0.257,-104.221,0.698,0.075,0.702,-0.109
2173,0.03,-0.036,0.006,-9.796,-0.69,-0.69,13.797,-0.229,-103.752,0.698,0.074,0.702,-0.109
2174,0.041,-0.046,0.031,-9.891,-0.647,-0.604,13.797,-0.229,-103.752,0.698,0.074,0.702,-0.108
2175,-0.033,-0.029,0.005,-9.767,-0.728,-0.656,14.037,0.061,-105.042,0.698,0.074,0.702,-0.107
2176,-0.006,0.013,-0.012,-9.628,-0.699,-0.666,14.308,0.369,-105.461,0.698,0.073,0.702,-0.107
2177,0.001,-0.087,0.069,-9.786,-0.747,-0.618,13.065,0.261,-103.769,0.698,0.073,0.702,-0.106
2178,0.047,-0.049,0.04,-9.839,-0.656,-0.642,14.648,0.232,-104.147,0.698,0.073,0.702,-0.106
2179,0.052,-0.037,0.097,-9.963,-0.632,-0.68,14.067,-1.212,-104.631,0.698,0.073,0.702,-0.105
2180,0,-0.077,0.066,-9.839,-0.695,-0.584,12.793,0.437,-103.196,0.699,0.073,0.702,-0.105
2181,-0.003,-0.072,0.075,-9.738,-0.766,-0.647,14.766,-1.559,-105.482,0.699,0.073,0.701,-0.104
2182,0.018,-0.109,0.139,-9.791,-0.599,-0.623,14.198,0.552,-104.447,0.699,0.073,0.701,-0.103
2183,0.063,-0.107,0.161,-9.882,-0.695,-0.695,13.669,0.105,-103.17,0.7,0.073,0.701,-0.102
2184,0.051,-0.122,0.105,-9.791,-0.613,-0.613,13.669,0.105,-103.17,0.7,0.073,0.701,-0.102
2185,-0.003,-0.121,0.08,-9.954,-0.493,-0.584,12.767,0.422,-103.922,0.701,0.073,0.7,-0.101
2186,0.108,-0.187,0.152,-9.815,-0.503,-0.489,12.767,0.422,-103.922,0.701,0.073,0.7,-0.1
2187,-0.004,-0.12,0.042,-9.935,0.072,-0.498,13.776,0.243,-104.179,0.702,0.073,0.699,-0.1
2188,0.034,-0.252,0.059,-9.7,-1.461,-0.637,12.806,-0.685,-103.217,0.702,0.073,0.699,-0.099
2189,0.016,-0.417,0.161,-9.384,-0.69,-1.097,14.713,0.591,-102.254,0.704,0.073,0.697,-0.099
2190,0.072,-0.29,0.15,-9.556,-0.364,-0.637,14.956,1.044,-103.396,0.705,0.073,0.696,-0.098
2191,-0.048,-0.304,0.016,-9.935,-0.148,-0.307,14.653,-0.249,-104.156,0.706,0.072,0.695,-0.097
2192,-0.04,-0.31,0.057,-9.321,-0.249,-0.541,14.343,0.066,-104.596,0.707,0.072,0.695,-0.097
2193,-0.131,-0.439,0.012,-10.026,-0.503,-0.426,14.25,0.582,-102.995,0.708,0.071,0.693,-0.096
2194,-0.196,-0.669,-0.08,-9.724,-0.177,-0.623,13.373,1.073,-103.018,0.711,0.069,0.691,-0.095
2195,-0.229,-0.782,-0.117,-9.523,-0.158,-0.747,14.797,0.877,-103.839,0.713,0.067,0.689,-0.094
