gx,gy,gz,ax,ay,az,mx,my,mz,q0,q1,q2,q3
-0.039,-0.085,0.053,0.043,0.077,9.891,-11.1,4.35,-25.43,0.796,0.03,-0.112,0.591
0.007,-0.038,0.014,-0.115,0.091,9.685,-10.5,4.2,-26.33,0.796,0.029,-0.113,0.591
-0.016,0.107,-0.135,-0.024,0.101,10.002,-11.1,4.35,-26.18,0.796,0.029,-0.113,0.591
-0.065,0.147,0.022,-0.158,0.393,9.403,-11.25,4.65,-24.83,0.796,0.028,-0.112,0.591
-0.053,0.059,-0.02,0.019,-0.005,9.882,-11.25,4.2,-25.88,0.796,0.027,-0.113,0.591
-0.021,0.041,0.052,-0.11,0.129,9.772,-11.85,4.05,-24.68,0.796,0.027,-0.113,0.591
-0.08,0.091,-0.01,-0.014,0.024,9.791,-11.85,4.05,-24.68,0.796,0.026,-0.113,0.591
-0.006,-0.039,0.018,-0.019,0.125,9.81,-11.7,4.65,-25.13,0.796,0.026,-0.114,0.592
0.012,0.011,0.062,-0.038,0.125,9.81,-10.8,4.95,-26.63,0.795,0.025,-0.114,0.592
-0.041,0.053,-0.056,-0.067,0.029,10.002,-10.65,4.05,-24.98,0.795,0.025,-0.114,0.592
0.013,-0.025,0.036,0.029,0.129,9.882,-10.65,4.8,-24.68,0.795,0.025,-0.114,0.592
-0.058,0.035,0.011,-0.024,0.01,9.561,-11.1,4.8,-26.18,0.795,0.024,-0.115,0.592
-0.027,0.078,-0.023,-0.201,0.139,9.772,-11.1,4.8,-25.43,0.795,0.024,-0.115,0.592
-0.002,-0.011,0.025,0.048,0.019,9.408,-12.45,4.95,-26.33,0.795,0.023,-0.115,0.592
-0.067,0.049,0.035,-0.062,0.158,9.93,-10.5,4.65,-24.08,0.795,0.023,-0.116,0.592
-0.003,-0.022,0.045,-0.072,0.096,9.987,-10.5,4.65,-24.08,0.795,0.022,-0.116,0.593
-0.004,0.014,-0.001,0.01,0.053,9.781,-11.1,3.3,-25.73,0.795,0.022,-0.116,0.593
0.005,0.017,0.051,0.12,0.043,9.844,-12.6,5.1,-25.43,0.794,0.022,-0.117,0.593
-0.059,0.081,-0.03,0.019,0.101,9.724,-11.25,3.9,-23.63,0.794,0.021,-0.117,0.593
-0.024,-0.025,0.048,0.139,0.057,9.748,-10.65,3.75,-25.43,0.794,0.021,-0.117,0.593
0.017,-0.022,0.018,0.048,0.129,9.877,-11.1,4.35,-26.93,0.794,0.021,-0.117,0.593
0.025,0.032,0.045,0.005,0.172,9.963,-11.7,4.2,-25.13,0.794,0.021,-0.117,0.594
-0.086,0.015,0.022,-0.057,0.067,9.781,-12.0,3.9,-25.58,0.794,0.02,-0.118,0.594
0.008,-0.014,0.038,-0.034,0.101,9.853,-10.65,4.8,-26.18,0.793,0.02,-0.118,0.594
0.019,0.006,0.081,-0.048,0.067,9.867,-11.25,4.2,-25.13,0.793,0.02,-0.118,0.594
-0.059,0.062,0.019,0.019,0.081,9.743,-11.25,4.2,-25.13,0.793,0.019,-0.119,0.595
-0.008,0.004,0.016,-0.129,0.172,9.676,-10.65,3.0,-25.43,0.793,0.019,-0.119,0.595
-0.052,0.043,-0.001,0.086,0.048,9.757,-10.65,4.35,-25.73,0.793,0.019,-0.119,0.595
-0.063,0.027,0.003,0.086,0.091,9.877,-10.2,3.3,-25.43,0.793,0.018,-0.119,0.595
-0.006,-0.007,0.01,0.01,-0.038,9.858,-11.4,4.35,-25.43,0.793,0.018,-0.119,0.595
-0.051,0.041,0.031,-0.062,0.192,9.791,-11.4,4.8,-24.68,0.792,0.018,-0.12,0.595
-0.012,0.005,0.066,0.005,0.086,9.872,-11.7,4.2,-25.88,0.792,0.017,-0.12,0.595
0.027,-0.019,0.023,0.072,0.134,9.743,-11.7,4.2,-25.88,0.792,0.017,-0.12,0.596
-0.047,0.042,-0.025,-0.077,0.12,9.867,-11.1,3.3,-24.98,0.792,0.017,-0.12,0.596
-0.013,-0.015,0.019,-0.019,0.0,9.733,-11.1,3.3,-24.98,0.792,0.017,-0.121,0.596
-0.072,0.035,0.005,-0.048,-0.034,9.805,-11.25,4.2,-25.88,0.792,0.016,-0.121,0.596
-0.088,0.061,-0.056,-0.034,0.086,9.733,-10.5,4.65,-24.38,0.792,0.016,-0.121,0.596
0.004,-0.015,0.013,0.077,0.187,9.796,-11.85,4.35,-25.73,0.792,0.016,-0.121,0.596
-0.049,0.071,-0.003,-0.043,-0.048,9.633,-9.45,4.05,-27.23,0.792,0.015,-0.121,0.596
0.009,-0.048,0.013,-0.034,0.014,9.867,-12.45,4.65,-27.08,0.792,0.015,-0.122,0.596
0.001,0.004,0.044,-0.029,0.12,9.882,-10.2,4.05,-25.73,0.791,0.015,-0.122,0.596
-0.059,0.02,-0.018,0.014,0.029,9.824,-10.2,4.05,-25.73,0.791,0.015,-0.122,0.596
0.02,-0.005,0.007,0.034,-0.105,9.776,-10.05,3.9,-25.58,0.791,0.015,-0.122,0.596
-0.05,0.012,-0.047,0.005,0.072,9.791,-11.7,4.2,-25.58,0.791,0.014,-0.122,0.596
-0.019,0.042,-0.025,-0.019,0.086,9.781,-12.0,4.65,-24.83,0.791,0.014,-0.122,0.596
-0.021,-0.025,0.049,-0.081,0.129,9.81,-9.9,3.3,-26.18,0.791,0.014,-0.123,0.596
-0.013,0.009,0.011,0.043,0.043,9.853,-12.3,5.1,-25.73,0.791,0.014,-0.123,0.596
0.025,-0.032,0.056,-0.057,0.144,9.781,-12.45,3.45,-24.08,0.791,0.014,-0.123,0.597
0.013,0.018,0.009,0.096,0.148,9.844,-11.4,3.9,-25.58,0.791,0.014,-0.123,0.597
-0.039,0.06,0.013,-0.043,-0.043,9.796,-11.4,4.05,-24.23,0.791,0.013,-0.124,0.597
0.003,-0.014,-0.005,0.005,0.091,9.848,-11.25,3.9,-26.33,0.79,0.013,-0.124,0.597
-0.043,-0.006,-0.032,0.062,0.014,9.719,-11.25,3.9,-26.33,0.791,0.013,-0.124,0.597
-0.07,0.056,-0.021,0.024,0.148,9.872,-11.1,4.35,-24.23,0.791,0.013,-0.124,0.597
0.008,-0.063,0.041,-0.043,0.11,9.685,-12.0,4.2,-25.58,0.79,0.013,-0.125,0.597
-0.009,0.035,-0.036,-0.062,0.057,9.791,-9.9,3.75,-25.73,0.79,0.012,-0.125,0.597
-0.002,0.025,0.052,0.0,0.105,9.733,-10.65,3.75,-26.18,0.79,0.012,-0.125,0.597
0.001,0.015,0.044,0.038,-0.01,9.805,-11.4,3.75,-24.68,0.79,0.012,-0.125,0.597
-0.036,0.06,-0.031,-0.105,0.034,9.724,-11.7,4.2,-25.58,0.79,0.012,-0.125,0.597
-0.007,-0.005,0.042,-0.11,-0.038,9.844,-11.7,4.2,-25.58,0.79,0.012,-0.125,0.598
0.051,-0.013,0.032,-0.024,0.043,9.724,-10.65,4.8,-24.23,0.79,0.012,-0.125,0.598
0.003,0.0,0.071,0.091,0.139,9.844,-11.1,4.05,-25.73,0.789,0.012,-0.125,0.598
-0.015,0.002,-0.009,-0.038,0.038,9.82,-10.05,3.45,-24.08,0.789,0.012,-0.125,0.598
-0.003,0.012,0.051,-0.062,0.091,9.767,-11.85,5.1,-24.98,0.789,0.011,-0.126,0.598
0.017,-0.049,0.041,0.048,0.105,9.8,-11.1,4.05,-24.98,0.789,0.011,-0.126,0.599
-0.051,0.064,-0.02,-0.096,-0.038,9.8,-10.8,4.65,-24.83,0.789,0.011,-0.126,0.599
-0.067,0.047,-0.009,-0.043,0.0,9.762,-11.25,3.45,-25.88,0.789,0.01,-0.126,0.599
-0.002,0.037,0.024,-0.053,0.105,9.8,-10.2,3.75,-25.73,0.789,0.01,-0.126,0.599
0.022,0.005,0.024,0.019,0.125,9.743,-10.2,3.75,-25.73,0.789,0.01,-0.126,0.599
-0.056,0.059,-0.0,-0.034,0.062,9.796,-10.65,4.35,-24.98,0.789,0.01,-0.126,0.599
0.037,-0.034,0.038,-0.168,0.129,9.786,-11.85,5.85,-24.68,0.788,0.01,-0.126,0.599
-0.049,0.059,-0.045,0.11,0.053,9.8,-12.0,4.2,-24.08,0.788,0.009,-0.127,0.599
-0.024,0.023,-0.021,-0.024,0.172,9.81,-11.85,4.05,-25.43,0.788,0.009,-0.127,0.599
0.001,-0.03,0.022,-0.067,0.034,9.781,-10.65,3.75,-25.43,0.788,0.009,-0.127,0.599
0.008,-0.022,0.026,-0.081,0.067,9.753,-9.9,2.55,-24.98,0.788,0.009,-0.127,0.599
-0.075,0.027,0.008,-0.005,0.053,9.844,-10.65,4.05,-24.68,0.788,0.009,-0.127,0.599
0.017,-0.009,0.024,-0.105,0.115,9.676,-11.4,3.75,-24.98,0.788,0.009,-0.127,0.6
-0.064,0.052,-0.022,-0.019,0.134,9.733,-10.8,5.4,-25.58,0.788,0.009,-0.127,0.6
-0.07,-0.003,-0.003,-0.096,0.12,9.829,-10.8,5.4,-25.58,0.788,0.008,-0.128,0.6
-0.013,-0.002,0.047,0.168,0.125,9.762,-8.85,3.15,-23.63,0.788,0.008,-0.128,0.6
-0.054,0.047,-0.024,-0.125,0.144,9.877,-12.0,3.15,-25.88,0.788,0.008,-0.128,0.6
-0.004,-0.074,0.012,-0.034,-0.01,9.776,-10.2,4.35,-24.98,0.788,0.008,-0.128,0.6
0.008,-0.024,0.087,0.01,0.148,9.829,-11.85,4.8,-24.98,0.787,0.008,-0.129,0.6
-0.043,0.067,-0.003,0.005,0.129,9.8,-9.9,5.1,-25.43,0.787,0.007,-0.128,0.6
0.016,0.014,0.018,-0.086,0.014,9.815,-11.4,4.35,-27.68,0.787,0.007,-0.128,0.6
-0.051,0.047,0.034,-0.043,0.11,9.776,-11.4,4.35,-27.68,0.787,0.007,-0.128,0.601
-0.053,0.084,-0.033,0.048,0.053,9.781,-10.65,3.3,-25.73,0.787,0.007,-0.128,0.6
0.013,-0.02,-0.007,-0.072,0.072,9.772,-10.65,3.3,-25.73,0.787,0.007,-0.128,0.601
-0.018,0.009,-0.055,-0.005,0.01,9.642,-11.4,3.3,-24.23,0.787,0.007,-0.128,0.6
0.024,-0.026,0.046,-0.038,-0.01,9.733,-12.3,5.1,-23.48,0.787,0.007,-0.129,0.601
0.029,-0.027,0.061,0.029,0.005,9.757,-11.4,3.75,-25.43,0.787,0.007,-0.129,0.601
-0.036,0.016,0.0,-0.01,0.187,9.762,-11.85,3.0,-24.98,0.786,0.007,-0.129,0.601
0.024,-0.008,0.022,0.034,0.12,9.618,-11.4,4.8,-26.18,0.786,0.007,-0.129,0.601
-0.033,0.068,-0.037,-0.067,0.115,9.743,-10.8,3.15,-24.38,0.786,0.007,-0.129,0.601
-0.035,0.004,-0.019,0.029,0.12,9.59,-11.85,4.8,-24.23,0.786,0.006,-0.13,0.601
-0.004,0.025,0.035,-0.081,0.115,9.829,-11.85,4.8,-24.23,0.786,0.006,-0.13,0.601
-0.055,0.096,-0.04,0.038,0.081,9.815,-11.1,3.75,-25.43,0.786,0.006,-0.13,0.601
0.012,-0.032,0.065,0.101,0.0,9.896,-11.1,3.75,-25.43,0.786,0.006,-0.13,0.602
-0.008,-0.027,0.023,0.096,0.0,9.652,-9.45,4.8,-24.98,0.786,0.006,-0.13,0.602
-0.048,0.034,-0.053,-0.038,0.115,9.714,-12.9,4.2,-25.58,0.786,0.006,-0.13,0.602
0.021,-0.007,0.089,-0.014,0.196,9.685,-12.3,4.35,-24.98,0.786,0.006,-0.131,0.602
-0.051,0.025,-0.009,-0.077,0.153,9.839,-11.4,2.55,-25.43,0.786,0.005,-0.131,0.602
-0.038,0.077,-0.047,-0.081,0.101,9.872,-11.25,3.9,-24.83,0.786,0.005,-0.131,0.602
0.003,0.046,0.01,-0.134,0.053,9.824,-11.4,4.8,-24.98,0.786,0.005,-0.131,0.602
-0.042,0.012,0.005,-0.024,0.12,9.848,-11.4,4.8,-24.98,0.786,0.005,-0.131,0.602
0.003,-0.047,0.036,-0.019,0.24,9.848,-11.4,4.05,-24.68,0.785,0.005,-0.131,0.602
-0.062,0.012,-0.025,-0.024,0.038,9.791,-12.6,4.8,-25.73,0.785,0.004,-0.132,0.602
0.015,-0.025,0.023,0.0,0.019,9.753,-10.05,4.95,-24.38,0.785,0.004,-0.132,0.602
-0.018,0.042,-0.051,-0.057,0.067,9.733,-12.0,4.65,-25.13,0.785,0.004,-0.132,0.602
-0.04,-0.058,0.062,-0.01,0.057,9.824,-10.5,3.45,-25.13,0.785,0.004,-0.132,0.602
-0.049,0.082,-0.045,0.0,0.077,9.786,-11.25,4.65,-26.63,0.785,0.004,-0.132,0.602
0.044,0.001,-0.022,0.057,-0.038,9.551,-11.25,4.65,-26.63,0.785,0.004,-0.132,0.602
0.035,0.02,-0.003,-0.005,0.311,9.8,-10.65,3.75,-23.78,0.785,0.004,-0.132,0.602
-0.038,0.063,-0.025,-0.005,0.11,9.772,-10.8,5.4,-25.13,0.785,0.004,-0.132,0.602
-0.026,0.09,-0.03,0.105,0.096,9.719,-10.8,5.4,-25.13,0.785,0.003,-0.132,0.602
0.018,-0.003,0.048,-0.029,0.081,9.719,-9.45,3.75,-24.98,0.785,0.003,-0.132,0.603
-0.017,0.013,-0.011,-0.101,0.23,9.786,-13.05,4.05,-24.98,0.785,0.003,-0.132,0.603
-0.039,0.018,-0.015,-0.01,0.072,9.844,-10.8,4.95,-24.38,0.785,0.003,-0.132,0.603
-0.035,0.031,-0.003,-0.158,0.086,9.796,-10.65,5.1,-23.78,0.785,0.003,-0.132,0.603
-0.046,0.07,-0.019,-0.005,0.019,9.82,-12.45,2.7,-24.08,0.785,0.003,-0.132,0.603
-0.018,-0.032,0.043,-0.053,0.048,9.709,-11.25,3.9,-24.38,0.785,0.003,-0.133,0.603
0.044,0.002,0.044,-0.134,0.172,9.791,-11.25,3.9,-24.38,0.784,0.003,-0.133,0.603
0.005,-0.004,0.034,0.187,-0.01,9.662,-12.0,4.65,-24.08,0.784,0.003,-0.133,0.603
-0.054,0.059,0.005,-0.101,0.038,9.705,-12.0,4.2,-24.83,0.784,0.002,-0.133,0.603
0.042,-0.036,0.018,-0.024,0.038,9.863,-11.4,4.35,-23.78,0.784,0.003,-0.133,0.604
-0.059,0.029,0.013,0.019,0.105,9.82,-11.85,4.05,-24.98,0.784,0.002,-0.134,0.604
0.03,0.002,0.03,0.053,0.115,9.614,-11.4,4.35,-26.18,0.784,0.002,-0.134,0.604
-0.045,0.024,0.015,0.091,0.22,9.767,-11.4,3.75,-24.98,0.784,0.002,-0.134,0.604
0.029,0.018,0.056,-0.062,0.129,9.82,-11.1,4.05,-24.68,0.783,0.002,-0.134,0.604
-0.034,0.11,-0.007,-0.096,0.057,9.81,-11.7,4.95,-24.08,0.783,0.002,-0.134,0.604
0.0,-0.003,0.083,-0.029,0.024,9.824,-11.7,4.95,-24.08,0.783,0.002,-0.134,0.605
-0.06,0.046,-0.045,-0.101,0.053,9.647,-12.0,3.9,-24.38,0.783,0.001,-0.134,0.605
-0.043,0.099,0.004,-0.019,0.053,9.709,-11.4,4.05,-25.43,0.783,0.001,-0.134,0.605
-0.017,-0.032,0.048,-0.101,0.105,9.729,-12.6,4.05,-24.68,0.783,0.001,-0.134,0.605
-0.044,0.076,-0.041,-0.125,-0.062,9.757,-12.6,2.55,-24.98,0.783,0.001,-0.134,0.605
0.015,0.013,0.051,-0.043,0.115,9.815,-11.85,5.1,-26.18,0.783,0.001,-0.134,0.605
0.025,-0.039,0.052,-0.034,0.125,9.829,-11.7,3.45,-24.38,0.782,0.001,-0.135,0.605
0.035,0.021,0.042,-0.057,0.134,9.676,-11.7,3.45,-24.38,0.782,0.001,-0.134,0.606
-0.029,0.013,0.018,-0.153,0.019,9.791,-9.9,4.8,-26.18,0.782,0.001,-0.134,0.606
-0.02,0.087,-0.024,-0.115,0.019,9.786,-9.9,4.8,-26.18,0.782,0.0,-0.134,0.606
-0.011,-0.038,0.007,-0.019,0.115,9.748,-11.7,2.7,-25.13,0.782,0.001,-0.134,0.606
0.008,-0.007,0.032,-0.115,0.057,9.844,-11.85,2.55,-24.23,0.782,0.001,-0.134,0.606
0.031,-0.028,0.059,0.0,0.125,9.915,-11.4,3.75,-25.73,0.782,0.001,-0.134,0.606
-0.031,0.022,-0.063,-0.053,0.139,9.762,-10.65,4.05,-24.98,0.782,0.001,-0.135,0.606
-0.083,0.08,-0.011,-0.12,0.014,9.757,-11.7,5.7,-24.83,0.782,0.0,-0.135,0.606
0.01,-0.033,0.033,-0.034,0.038,9.829,-10.2,5.1,-24.68,0.782,0.0,-0.135,0.606
-0.003,-0.044,0.021,0.086,0.01,9.657,-10.2,5.1,-24.68,0.781,0.0,-0.135,0.606
0.015,0.071,-0.033,-0.01,0.105,9.762,-11.25,3.9,-24.38,0.781,0.0,-0.135,0.606
-0.053,0.05,-0.005,-0.077,0.163,9.767,-11.4,3.0,-24.68,0.781,0.0,-0.135,0.606
0.019,-0.056,0.028,-0.048,0.096,9.705,-10.65,3.75,-24.68,0.781,0.0,-0.135,0.607
0.01,0.017,0.05,-0.101,0.163,9.748,-11.25,3.45,-23.63,0.781,0.0,-0.135,0.607
-0.049,0.023,-0.021,0.057,0.096,9.834,-11.4,3.75,-25.73,0.781,0.0,-0.135,0.607
-0.008,-0.048,0.011,-0.091,-0.005,9.748,-11.4,5.1,-23.48,0.781,0.0,-0.136,0.607
-0.031,0.02,-0.041,-0.038,0.057,9.844,-10.05,4.65,-24.38,0.781,0.0,-0.136,0.607
-0.007,0.063,-0.051,-0.005,0.081,9.58,-10.8,5.4,-25.58,0.781,-0.0,-0.135,0.607
0.026,-0.062,0.028,0.019,0.081,9.796,-10.65,5.1,-24.98,0.781,0.0,-0.136,0.607
0.008,0.006,0.021,-0.134,0.034,9.824,-10.65,5.1,-24.98,0.781,0.0,-0.136,0.607
-0.024,-0.008,0.001,-0.11,0.172,9.753,-11.1,5.1,-23.78,0.781,0.0,-0.136,0.607
0.019,-0.039,0.063,-0.043,0.043,9.781,-11.7,4.95,-24.38,0.78,0.0,-0.136,0.607
-0.074,0.031,-0.051,0.129,0.091,9.82,-11.85,3.75,-24.68,0.781,-0.0,-0.137,0.607
-0.001,-0.006,0.023,-0.024,0.158,9.786,-10.8,3.45,-25.88,0.78,0.0,-0.136,0.607
-0.007,-0.041,0.062,-0.125,0.158,9.954,-11.4,3.3,-23.78,0.78,0.0,-0.137,0.608
0.016,-0.04,0.047,-0.024,0.062,9.709,-11.1,3.3,-23.78,0.78,0.0,-0.137,0.608
-0.019,0.027,0.039,-0.053,0.192,9.954,-11.1,3.3,-23.78,0.78,0.0,-0.137,0.608
-0.031,0.049,-0.026,0.158,-0.005,10.246,-11.7,3.9,-25.58,0.78,0.0,-0.137,0.608
0.013,0.011,0.029,-0.067,0.048,10.284,-11.4,4.05,-24.98,0.78,0.0,-0.137,0.608
0.024,-0.0,0.036,0.115,0.148,9.729,-11.7,3.45,-24.38,0.779,0.0,-0.137,0.609
0.007,-0.023,0.008,-0.048,0.11,9.748,-11.1,4.05,-24.68,0.779,0.001,-0.137,0.609
-0.021,0.041,-0.011,-0.057,0.206,10.236,-10.65,4.35,-23.48,0.779,0.0,-0.137,0.609
0.009,-0.01,-0.022,0.034,0.086,9.709,-11.25,4.65,-24.83,0.779,0.0,-0.137,0.609
0.001,0.005,0.031,-0.034,0.283,9.757,-10.2,3.0,-25.73,0.779,0.001,-0.137,0.609
-0.003,-0.048,0.054,0.057,0.326,9.906,-10.8,4.95,-24.38,0.779,0.001,-0.137,0.609
-0.061,0.067,0.004,0.034,0.062,9.805,-9.3,4.95,-23.63,0.779,0.0,-0.137,0.609
0.021,-0.024,-0.017,-0.029,-0.053,9.733,-9.3,4.95,-23.63,0.779,0.0,-0.137,0.609
-0.015,-0.035,-0.06,0.019,0.005,9.958,-12.6,4.35,-24.68,0.779,0.0,-0.138,0.609
0.083,0.055,-0.396,1.226,-1.552,10.509,-12.45,3.45,-24.83,0.78,0.001,-0.138,0.608
0.517,-0.226,-1.362,-1.035,0.12,8.272,-11.4,4.8,-25.73,0.784,0.004,-0.137,0.603
0.581,0.093,-1.406,-0.69,0.992,9.705,-11.7,3.9,-24.08,0.788,0.007,-0.135,0.598
0.41,0.125,-0.784,-1.097,0.795,9.36,-9.3,1.95,-24.08,0.791,0.009,-0.132,0.595
0.284,-0.001,-0.272,-0.072,0.316,9.978,-10.65,4.05,-24.68,0.791,0.011,-0.132,0.594
0.181,0.039,-0.293,-0.11,0.402,9.772,-10.65,4.05,-24.68,0.792,0.011,-0.131,0.593
0.145,-0.03,-0.158,-0.426,0.704,9.676,-10.05,3.45,-24.83,0.793,0.012,-0.13,0.593
0.186,-0.152,-0.07,-0.225,0.455,9.911,-10.05,3.45,-24.83,0.793,0.013,-0.13,0.593
0.214,-0.402,-0.049,-0.22,0.704,9.963,-12.45,4.2,-24.38,0.792,0.015,-0.131,0.593
0.203,-0.539,0.001,0.369,0.354,9.59,-11.7,2.7,-24.83,0.792,0.018,-0.133,0.593
0.238,-0.361,-0.011,0.067,0.081,10.208,-11.7,3.45,-25.88,0.792,0.02,-0.134,0.593
0.298,-0.327,0.073,0.254,0.498,9.475,-10.8,3.15,-23.63,0.791,0.022,-0.134,0.593
0.261,-0.195,0.078,0.781,0.369,9.623,-11.85,4.35,-24.98,0.791,0.024,-0.135,0.594
0.166,-0.652,0.504,-0.948,1.504,8.852,-13.05,3.0,-25.43,0.789,0.026,-0.136,0.596
0.272,-0.151,0.14,0.369,1.126,9.422,-13.05,3.0,-25.43,0.788,0.028,-0.136,0.597
0.143,0.013,0.042,0.168,1.279,9.642,-12.3,3.0,-24.23,0.788,0.028,-0.136,0.597
0.002,-0.039,0.193,-0.043,0.977,10.069,-13.8,3.0,-24.98,0.787,0.028,-0.136,0.598
-0.183,0.023,0.151,0.034,0.958,10.203,-11.4,2.55,-24.68,0.787,0.028,-0.136,0.599
-0.237,0.076,0.015,0.0,0.968,9.786,-13.2,1.2,-23.63,0.787,0.027,-0.137,0.599
-0.383,0.108,-0.058,0.249,0.733,9.537,-12.9,3.45,-23.33,0.787,0.025,-0.138,0.598
-0.093,-0.047,-0.209,0.762,0.086,9.302,-14.25,3.0,-24.23,0.787,0.025,-0.139,0.597
0.056,-0.038,-0.053,0.527,0.58,9.523,-11.4,2.25,-24.23,0.787,0.025,-0.139,0.597
0.287,-0.457,-0.147,0.556,0.46,9.867,-12.6,1.8,-23.03,0.787,0.028,-0.14,0.597
0.162,-0.317,-0.203,0.388,0.762,9.791,-13.05,2.55,-24.98,0.788,0.03,-0.141,0.596
0.05,-0.246,-0.128,0.426,0.661,9.939,-13.05,2.55,-24.98,0.788,0.031,-0.142,0.596
-0.08,-0.587,-0.094,0.929,0.536,9.685,-12.45,3.15,-23.63,0.788,0.033,-0.144,0.595
-0.18,-0.642,0.131,-0.005,0.733,9.92,-13.2,3.15,-24.83,0.787,0.034,-0.148,0.596
-0.162,-0.419,0.217,0.335,0.431,9.829,-12.6,2.55,-24.23,0.786,0.034,-0.15,0.596
-0.424,-0.433,0.337,0.503,0.623,9.81,-13.05,2.55,-24.23,0.784,0.034,-0.153,0.597
-0.517,-0.273,0.291,0.742,0.297,9.091,-15.0,3.0,-23.48,0.783,0.033,-0.156,0.598
-0.278,-0.459,0.126,0.632,0.398,9.733,-12.45,3.45,-24.08,0.782,0.033,-0.158,0.598
-0.093,-0.39,-0.153,0.661,0.345,9.844,-13.05,2.25,-24.23,0.783,0.034,-0.16,0.598
0.059,-0.324,-0.158,0.891,0.043,10.078,-13.8,3.75,-23.78,0.783,0.035,-0.162,0.597
0.182,-0.365,-0.152,0.608,0.996,9.844,-13.8,3.75,-23.78,0.783,0.037,-0.162,0.597
0.246,-0.448,-0.016,0.627,0.599,9.542,-14.1,3.15,-24.83,0.782,0.04,-0.163,0.597
0.072,-0.292,0.064,0.939,0.867,9.8,-13.8,2.55,-22.73,0.782,0.041,-0.164,0.597
0.106,-0.214,-0.111,1.514,0.081,9.623,-12.45,4.2,-23.33,0.782,0.042,-0.165,0.597
0.056,-0.333,-0.003,0.671,1.193,10.437,-15.0,3.75,-23.03,0.781,0.043,-0.166,0.597
-0.098,-0.394,0.04,1.116,0.934,10.596,-15.45,3.75,-25.43,0.781,0.044,-0.168,0.597
-0.306,-0.371,0.139,0.939,0.877,10.174,-14.4,3.15,-24.38,0.78,0.044,-0.171,0.597
-0.105,-0.32,-0.018,0.848,0.608,9.82,-14.4,3.15,-24.38,0.78,0.045,-0.172,0.597
0.139,-0.364,-0.019,1.408,0.441,9.609,-15.0,3.0,-25.43,0.78,0.047,-0.173,0.597
0.107,-0.118,-0.2,1.59,0.498,9.815,-14.4,2.7,-22.58,0.78,0.048,-0.174,0.596
0.257,-0.185,-0.205,1.384,0.378,9.451,-15.3,3.15,-22.58,0.78,0.05,-0.174,0.596
0.331,-0.264,-0.229,1.447,0.134,9.671,-14.7,2.55,-22.73,0.78,0.052,-0.174,0.595
0.169,-0.22,-0.145,1.083,0.594,10.126,-15.0,3.0,-21.23,0.781,0.053,-0.175,0.595
0.088,-0.352,0.12,1.461,0.359,10.169,-16.05,3.9,-22.58,0.78,0.055,-0.176,0.596
0.018,-0.498,0.164,1.198,0.752,9.911,-15.75,1.95,-21.38,0.779,0.056,-0.178,0.596
0.032,-0.303,0.16,1.073,0.992,9.618,-15.75,2.7,-22.58,0.778,0.057,-0.18,0.597
0.131,-0.485,0.168,1.274,0.714,9.451,-13.5,2.55,-22.73,0.777,0.059,-0.181,0.597
0.056,-0.39,0.125,1.677,0.675,9.379,-13.5,2.55,-22.73,0.776,0.061,-0.183,0.598
-0.107,-0.353,0.257,1.562,0.594,9.465,-14.85,2.4,-21.38,0.775,0.061,-0.184,0.599
-0.071,-0.268,0.334,1.633,0.618,9.202,-13.8,2.55,-22.73,0.774,0.062,-0.186,0.6
-0.14,-0.271,0.442,1.677,0.857,9.925,-14.25,3.75,-22.73,0.772,0.062,-0.187,0.602
-0.558,-0.277,0.458,1.935,0.527,9.872,-14.4,3.15,-21.83,0.77,0.06,-0.19,0.603
-0.478,-0.224,0.636,1.475,0.489,9.388,-15.45,4.05,-21.23,0.768,0.058,-0.193,0.605
-0.389,-0.059,0.3,1.878,0.81,9.015,-15.45,4.05,-21.23,0.767,0.057,-0.195,0.606
-0.069,0.043,0.108,1.906,0.057,9.384,-15.9,3.0,-21.23,0.767,0.056,-0.195,0.606
-0.222,-0.053,0.12,1.351,1.408,10.155,-15.3,4.2,-21.08,0.766,0.056,-0.196,0.606
-0.017,0.116,0.117,1.672,0.541,9.226,-15.3,4.2,-21.08,0.766,0.055,-0.196,0.607
0.028,-0.062,0.007,1.681,0.824,9.781,-16.65,4.35,-21.98,0.766,0.056,-0.196,0.607
0.038,-0.02,-0.112,1.787,0.623,9.527,-15.45,5.85,-21.98,0.766,0.056,-0.197,0.607
-0.026,-0.071,0.109,1.897,0.235,9.259,-14.25,3.0,-21.98,0.766,0.056,-0.197,0.607
-0.153,-0.251,0.153,1.509,0.311,9.254,-15.0,5.55,-22.73,0.765,0.056,-0.199,0.607
-0.122,0.046,-0.019,2.999,-0.805,8.028,-15.75,5.4,-22.13,0.765,0.056,-0.2,0.607
-0.048,0.303,0.189,1.964,0.172,9.044,-17.55,3.3,-22.28,0.764,0.055,-0.199,0.608
-0.195,-0.317,0.191,1.763,0.536,9.398,-17.55,3.3,-22.28,0.763,0.055,-0.201,0.609
-0.134,-0.462,0.149,1.973,0.273,9.867,-15.0,5.55,-21.23,0.762,0.056,-0.204,0.609
-0.064,-0.819,0.143,1.863,0.618,10.03,-15.0,5.55,-21.23,0.761,0.058,-0.207,0.609
-0.274,-0.908,0.169,2.069,0.68,9.465,-16.65,4.35,-20.03,0.759,0.059,-0.212,0.61
