gx,gy,gz,ax,ay,az,mx,my,mz,q0,q1,q2,q3
-0.044,0.086,-0.005,9.7,-0.019,-0.364,-26.7,5.55,11.17,0.445,0.432,-0.645,0.442
-0.041,0.046,-0.037,9.776,0.077,-0.374,-27.45,5.55,12.82,0.445,0.432,-0.645,0.442
0.008,-0.025,0.046,9.719,0.005,-0.426,-27.45,5.55,11.92,0.445,0.432,-0.645,0.442
-0.053,0.066,-0.053,9.599,-0.043,-0.412,-27.45,5.55,11.92,0.445,0.432,-0.645,0.442
0.016,0.011,0.04,9.681,-0.077,-0.374,-27.75,3.9,11.02,0.445,0.433,-0.645,0.442
0.016,0.042,0.038,9.753,-0.019,-0.479,-26.85,6.45,11.47,0.445,0.432,-0.645,0.442
-0.063,0.104,0.003,9.834,-0.086,-0.316,-26.85,4.2,12.52,0.446,0.432,-0.645,0.442
-0.02,0.043,0.024,9.757,-0.029,-0.417,-26.55,5.4,11.02,0.446,0.432,-0.645,0.442
-0.049,0.047,-0.026,9.796,-0.153,-0.436,-26.55,5.4,11.77,0.446,0.432,-0.645,0.442
-0.053,0.077,-0.009,9.978,0.048,-0.321,-26.25,4.8,10.87,0.446,0.432,-0.645,0.442
0.038,0.012,0.046,9.585,0.014,-0.364,-26.25,4.8,10.87,0.446,0.432,-0.645,0.442
-0.038,-0.019,-0.031,9.748,0.014,-0.383,-28.35,5.1,11.92,0.446,0.432,-0.645,0.442
0.02,-0.048,0.031,9.767,-0.024,-0.45,-28.35,4.35,10.87,0.446,0.432,-0.645,0.442
-0.002,-0.034,0.049,9.724,0.038,-0.431,-27.9,3.75,11.17,0.446,0.432,-0.645,0.442
-0.076,-0.001,0.01,9.757,0.014,-0.489,-26.85,5.4,11.77,0.446,0.432,-0.645,0.442
0.018,0.021,0.06,9.82,-0.01,-0.58,-28.35,4.8,12.82,0.445,0.432,-0.645,0.442
-0.066,0.133,-0.012,9.829,0.029,-0.527,-27.15,3.75,11.17,0.446,0.432,-0.645,0.442
-0.025,0.134,0.012,9.762,-0.115,-0.407,-27.3,4.2,11.02,0.446,0.432,-0.645,0.442
0.018,0.025,0.039,9.642,0.029,-0.383,-27.75,4.2,12.22,0.446,0.432,-0.645,0.442
-0.057,0.074,-0.017,9.791,0.077,-0.393,-25.95,5.55,10.87,0.446,0.432,-0.645,0.442
0.021,-0.037,0.023,9.767,-0.024,-0.426,-25.95,5.55,10.87,0.446,0.432,-0.645,0.442
0.005,-0.021,0.068,9.925,0.048,-0.307,-26.55,4.65,11.77,0.446,0.432,-0.645,0.442
-0.033,0.048,-0.028,9.609,-0.086,-0.412,-26.55,4.65,11.77,0.446,0.432,-0.645,0.442
0.004,0.023,0.051,9.853,0.0,-0.374,-26.7,3.75,12.37,0.446,0.432,-0.645,0.442
-0.033,0.073,-0.017,9.891,0.014,-0.441,-28.5,5.4,11.02,0.446,0.432,-0.645,0.442
-0.063,0.043,-0.038,9.834,0.105,-0.359,-28.95,5.4,11.02,0.447,0.432,-0.645,0.442
0.008,-0.072,0.038,9.638,-0.086,-0.445,-29.1,4.8,11.92,0.446,0.432,-0.645,0.441
-0.06,0.045,-0.019,9.786,-0.125,-0.402,-27.45,4.8,11.92,0.446,0.432,-0.645,0.441
-0.035,-0.004,0.056,9.791,-0.005,-0.259,-26.55,4.2,11.77,0.446,0.432,-0.645,0.441
-0.016,0.019,0.002,9.776,0.134,-0.35,-26.55,4.2,11.77,0.446,0.432,-0.645,0.441
-0.065,0.071,-0.069,9.839,-0.048,-0.354,-27.3,4.95,12.52,0.447,0.432,-0.645,0.441
0.003,0.015,0.031,9.695,-0.096,-0.398,-28.5,5.7,11.02,0.447,0.432,-0.645,0.441
-0.062,0.037,-0.044,9.805,-0.038,-0.364,-26.85,4.2,12.22,0.447,0.432,-0.645,0.441
0.003,0.012,0.081,9.767,0.062,-0.287,-26.55,4.2,11.47,0.447,0.432,-0.645,0.441
-0.066,0.083,-0.037,9.743,0.024,-0.551,-28.95,5.7,12.22,0.447,0.432,-0.645,0.441
0.01,0.007,0.031,9.791,0.019,-0.407,-27.9,4.35,12.82,0.447,0.432,-0.645,0.441
-0.068,0.124,-0.039,9.786,-0.072,-0.273,-27.45,4.35,10.42,0.447,0.432,-0.645,0.441
-0.051,0.072,-0.01,9.666,0.005,-0.388,-25.5,5.55,11.17,0.448,0.431,-0.645,0.441
0.013,-0.03,0.019,9.757,0.034,-0.268,-26.25,5.55,9.67,0.448,0.432,-0.645,0.441
-0.026,0.07,-0.038,9.652,-0.038,-0.383,-26.25,5.55,9.67,0.448,0.431,-0.645,0.44
0.001,0.009,0.057,9.695,-0.029,-0.441,-26.85,4.65,12.22,0.448,0.431,-0.645,0.441
0.016,-0.024,0.017,9.705,-0.024,-0.278,-26.85,5.4,11.47,0.447,0.432,-0.645,0.441
-0.044,0.032,-0.011,9.724,-0.081,-0.369,-28.05,3.9,11.47,0.448,0.432,-0.645,0.44
0.018,-0.054,0.008,9.69,-0.024,-0.393,-27.75,3.9,11.02,0.447,0.432,-0.645,0.44
-0.074,0.019,-0.031,9.791,0.014,-0.398,-27.75,5.4,10.27,0.448,0.432,-0.645,0.44
-0.054,-0.012,-0.005,9.705,-0.105,-0.374,-27.3,5.4,12.22,0.448,0.432,-0.645,0.44
0.016,-0.101,0.013,9.695,-0.014,-0.455,-27.3,5.4,12.22,0.447,0.432,-0.646,0.44
-0.046,0.017,-0.028,9.652,-0.005,-0.35,-27.15,4.8,11.92,0.447,0.432,-0.646,0.439
0.001,-0.049,0.016,9.733,0.005,-0.46,-27.15,4.8,11.92,0.447,0.432,-0.646,0.439
-0.003,0.021,0.044,9.762,0.053,-0.469,-26.7,4.8,10.87,0.447,0.432,-0.646,0.439
-0.02,0.157,-0.058,9.748,-0.024,-0.249,-26.25,5.85,10.87,0.448,0.432,-0.645,0.439
-0.012,0.045,0.041,9.676,0.024,-0.311,-27.15,4.35,10.87,0.448,0.432,-0.645,0.44
-0.042,0.124,0.001,9.69,-0.014,-0.335,-26.1,4.95,11.77,0.448,0.432,-0.645,0.44
-0.028,0.095,0.01,9.709,0.024,-0.388,-26.85,3.9,12.22,0.448,0.432,-0.645,0.44
0.01,0.073,0.028,9.824,-0.077,-0.316,-27.15,4.35,10.42,0.448,0.432,-0.645,0.44
-0.026,0.091,-0.025,9.781,0.019,-0.302,-26.85,6.15,10.27,0.449,0.431,-0.645,0.44
-0.009,0.032,0.023,9.714,-0.014,-0.302,-27.75,4.65,11.47,0.449,0.431,-0.645,0.44
0.012,-0.017,0.037,9.743,0.091,-0.455,-26.7,5.55,11.92,0.448,0.431,-0.645,0.44
-0.072,0.094,0.004,9.685,-0.067,-0.331,-26.7,5.55,11.92,0.449,0.431,-0.645,0.44
0.011,0.028,0.009,9.767,0.072,-0.244,-28.05,4.2,10.72,0.449,0.431,-0.645,0.44
0.006,-0.017,0.054,9.709,0.048,-0.441,-27.3,4.95,9.52,0.449,0.431,-0.645,0.44
-0.077,0.103,0.013,9.776,0.029,-0.388,-27.15,5.55,11.62,0.449,0.431,-0.645,0.44
0.027,0.091,0.042,9.82,0.029,-0.431,-25.65,5.7,10.72,0.449,0.431,-0.645,0.44
0.019,0.075,0.06,9.772,-0.01,-0.307,-27.3,6.15,10.27,0.449,0.43,-0.644,0.441
0.213,0.071,0.122,9.657,0.077,-0.206,-27.3,4.65,9.52,0.449,0.43,-0.644,0.442
0.01,0.134,-0.011,9.69,-0.158,-0.254,-27.3,4.65,9.52,0.449,0.43,-0.644,0.442
0.09,0.065,0.04,9.776,-0.01,-0.139,-25.35,3.45,11.02,0.449,0.43,-0.643,0.443
-0.022,0.079,-0.065,9.714,-0.005,-0.144,-26.85,4.2,10.27,0.45,0.43,-0.643,0.442
-0.038,0.081,-0.001,9.815,-0.077,-0.292,-27.15,5.1,10.87,0.45,0.43,-0.643,0.442
-0.006,-0.0,0.045,9.69,0.129,-0.268,-26.25,5.55,10.87,0.45,0.43,-0.643,0.442
-0.05,0.06,-0.036,9.8,0.0,-0.359,-27.15,4.35,9.67,0.45,0.43,-0.643,0.442
0.02,-0.018,0.009,9.733,0.019,-0.302,-26.85,3.9,11.77,0.45,0.43,-0.643,0.442
0.028,-0.062,0.009,9.676,-0.105,-0.23,-26.25,6.3,10.42,0.45,0.431,-0.643,0.442
-0.052,0.006,-0.032,9.839,0.057,-0.22,-26.25,4.35,10.42,0.45,0.431,-0.643,0.442
-0.001,-0.077,-0.002,9.724,0.038,-0.35,-27.15,5.1,10.42,0.45,0.431,-0.643,0.442
-0.054,0.025,-0.032,9.796,-0.019,-0.393,-27.15,5.1,10.42,0.45,0.431,-0.643,0.442
-0.06,-0.009,-0.022,9.7,-0.048,-0.292,-27.3,5.7,12.22,0.45,0.431,-0.643,0.441
-0.007,-0.084,0.01,9.791,-0.062,-0.316,-27.9,4.35,11.17,0.45,0.431,-0.643,0.441
-0.056,0.025,-0.045,9.69,0.014,-0.335,-25.65,5.4,10.72,0.45,0.431,-0.643,0.441
0.01,-0.007,0.049,9.834,0.086,-0.292,-28.95,5.4,11.02,0.45,0.431,-0.643,0.441
-0.003,0.008,0.019,9.709,-0.077,-0.22,-26.55,4.2,9.52,0.45,0.431,-0.643,0.441
-0.065,0.15,-0.036,9.705,-0.072,-0.316,-28.95,4.65,11.77,0.45,0.431,-0.643,0.441
0.025,0.046,-0.008,9.652,-0.038,-0.335,-27.9,6.3,11.17,0.45,0.431,-0.643,0.441
-0.03,0.109,0.007,9.681,0.038,-0.235,-27.45,4.35,10.42,0.451,0.431,-0.643,0.441
-0.012,0.026,-0.039,9.844,0.062,-0.388,-27.45,4.35,10.42,0.451,0.431,-0.643,0.441
-0.001,-0.023,0.037,9.762,-0.019,-0.383,-27.45,4.05,11.17,0.451,0.431,-0.643,0.441
-0.071,0.075,-0.012,9.8,-0.101,-0.24,-28.35,4.05,12.37,0.451,0.431,-0.643,0.441
-0.039,-0.067,-0.0,9.858,0.029,-0.316,-27.75,6.15,11.02,0.451,0.431,-0.643,0.44
-0.248,-0.139,-0.248,9.609,-0.038,-0.364,-28.35,5.85,11.92,0.451,0.432,-0.643,0.439
0.022,0.064,0.165,9.671,-0.067,-0.297,-29.55,5.1,12.37,0.451,0.431,-0.644,0.439
0.006,0.017,0.027,9.738,-0.019,-0.35,-27.9,3.3,12.37,0.451,0.431,-0.644,0.439
-0.081,0.071,-0.022,9.762,0.048,-0.235,-27.75,4.65,10.27,0.452,0.431,-0.643,0.439
-0.059,0.028,0.034,9.714,-0.072,-0.369,-27.3,5.4,12.52,0.451,0.431,-0.644,0.439
0.01,-0.015,0.029,9.82,0.005,-0.374,-27.3,6.15,12.22,0.451,0.431,-0.644,0.439
-0.022,0.065,-0.038,9.791,-0.014,-0.34,-27.3,6.15,12.22,0.451,0.431,-0.644,0.439
-0.07,0.092,0.015,9.714,-0.057,-0.378,-28.65,3.75,10.87,0.452,0.431,-0.644,0.439
-0.046,0.115,-0.028,9.724,0.005,-0.383,-26.1,5.4,11.77,0.452,0.431,-0.644,0.439
-0.021,0.03,-0.039,9.935,-0.081,-0.311,-27.3,4.65,11.77,0.452,0.431,-0.644,0.439
-0.064,0.116,0.005,9.781,0.024,-0.182,-26.85,5.4,11.02,0.452,0.43,-0.643,0.439
0.017,0.007,0.012,9.695,-0.029,-0.393,-26.85,4.65,11.77,0.452,0.43,-0.643,0.439
0.001,0.004,0.003,9.762,-0.019,-0.235,-26.85,5.4,10.72,0.452,0.43,-0.643,0.439
-0.064,0.11,-0.014,9.776,-0.019,-0.335,-29.1,6.3,12.37,0.453,0.43,-0.643,0.439
0.001,0.032,0.031,9.872,-0.01,-0.22,-26.7,4.35,11.92,0.452,0.43,-0.643,0.439
0.13,0.104,0.09,9.767,-0.057,-0.235,-27.15,4.8,10.87,0.452,0.43,-0.643,0.44
-0.055,0.049,-0.068,9.858,0.0,-0.369,-27.15,4.8,10.87,0.453,0.43,-0.643,0.44
-0.007,-0.006,0.033,9.657,-0.034,-0.307,-25.65,5.4,11.77,0.452,0.43,-0.643,0.44
-0.04,0.062,-0.027,9.719,-0.01,-0.369,-27.45,5.55,10.42,0.453,0.43,-0.643,0.44
0.013,-0.014,0.033,9.705,-0.206,-0.297,-27.9,4.8,11.62,0.452,0.43,-0.643,0.44
-0.025,0.03,0.012,9.705,-0.139,-0.364,-25.5,5.1,10.12,0.452,0.43,-0.643,0.44
-0.05,0.087,-0.054,9.82,-0.115,-0.311,-26.55,3.9,10.27,0.453,0.43,-0.643,0.44
-0.017,0.057,0.053,9.628,-0.096,-0.307,-27.75,4.65,11.02,0.453,0.43,-0.643,0.44
-0.058,0.094,0.002,9.69,-0.034,-0.235,-27.75,4.2,11.02,0.453,0.429,-0.643,0.44
-0.032,0.119,0.001,9.695,-0.062,-0.388,-27.15,4.35,11.62,0.454,0.429,-0.643,0.44
0.002,-0.026,0.044,9.575,0.01,-0.235,-27.15,4.35,11.62,0.453,0.429,-0.643,0.44
-0.047,0.064,0.022,9.743,0.014,-0.259,-28.35,5.1,10.12,0.454,0.429,-0.643,0.44
0.009,-0.044,0.045,9.714,-0.053,-0.283,-28.5,5.4,10.27,0.453,0.429,-0.643,0.44
0.023,-0.006,-0.004,9.69,-0.043,-0.235,-28.05,5.7,10.27,0.453,0.429,-0.643,0.44
-0.049,0.123,-0.013,9.8,-0.014,-0.268,-27.15,5.55,9.67,0.454,0.429,-0.643,0.44
0.001,0.041,0.015,9.887,-0.019,-0.259,-28.05,4.95,11.77,0.454,0.429,-0.643,0.44
-0.051,0.145,-0.033,9.662,0.115,-0.177,-27.15,4.35,9.67,0.455,0.429,-0.642,0.44
-0.047,0.187,0.002,9.685,-0.005,-0.307,-27.15,4.35,9.67,0.455,0.428,-0.642,0.44
0.045,0.107,-0.006,9.695,0.029,-0.35,-26.85,4.95,11.77,0.455,0.428,-0.642,0.441
0.03,0.123,0.046,9.695,0.005,-0.182,-27.15,4.35,11.17,0.456,0.428,-0.641,0.441
-0.046,0.168,-0.012,9.834,-0.101,-0.125,-27.15,4.35,11.17,0.456,0.428,-0.641,0.441
-0.055,0.159,-0.026,9.762,-0.034,-0.125,-29.1,6.3,10.87,0.457,0.427,-0.641,0.441
-0.01,0.031,0.045,9.738,0.019,-0.163,-25.65,5.7,9.97,0.457,0.427,-0.641,0.441
-0.043,0.079,0.03,9.8,-0.072,-0.105,-26.85,5.4,10.27,0.457,0.427,-0.641,0.441
0.017,0.04,0.038,9.671,-0.024,-0.153,-25.95,4.8,10.42,0.457,0.427,-0.641,0.442
0.022,0.003,0.022,9.743,-0.043,-0.129,-27.75,5.7,9.97,0.457,0.427,-0.641,0.442
-0.067,0.004,-0.028,9.867,-0.038,-0.158,-27.45,4.8,10.12,0.457,0.427,-0.641,0.441
0.019,0.036,0.045,9.714,-0.096,-0.182,-27.45,4.8,10.12,0.457,0.427,-0.641,0.442
-0.054,0.08,-0.013,9.748,0.019,-0.211,-28.05,5.7,9.22,0.457,0.427,-0.641,0.442
-0.021,0.099,-0.03,9.767,-0.029,-0.345,-26.55,7.2,10.72,0.458,0.426,-0.64,0.442
0.006,0.064,0.047,9.709,-0.019,-0.12,-26.7,5.55,8.92,0.458,0.426,-0.64,0.442
-0.049,0.2,-0.016,9.82,-0.091,-0.292,-26.85,5.4,9.52,0.458,0.426,-0.64,0.442
-0.043,0.201,-0.034,9.623,-0.048,-0.067,-27.3,5.7,8.47,0.459,0.425,-0.639,0.442
-0.092,0.235,-0.022,9.652,-0.177,-0.11,-27.3,4.65,11.47,0.46,0.425,-0.639,0.443
-0.105,0.138,-0.164,9.757,-0.125,-0.417,-27.45,4.35,10.87,0.461,0.425,-0.639,0.442
-0.362,0.105,-0.371,10.667,0.929,4.584,-28.05,4.95,10.27,0.464,0.425,-0.638,0.441
0.21,0.205,0.126,9.647,0.0,-0.091,-29.25,5.4,9.97,0.464,0.425,-0.637,0.442
1.451,-0.012,0.122,10.696,-0.728,2.96,-29.25,5.4,9.97,0.46,0.427,-0.634,0.447
0.53,0.106,-0.128,9.681,-0.211,0.656,-29.1,3.75,8.62,0.46,0.429,-0.632,0.449
0.347,0.15,0.006,10.294,0.096,0.771,-26.85,5.4,10.27,0.46,0.429,-0.631,0.451
0.39,0.22,-0.012,9.724,-0.192,-0.22,-28.65,5.1,10.12,0.46,0.43,-0.629,0.452
0.357,0.341,-0.089,10.342,0.067,0.005,-26.25,5.55,9.37,0.46,0.43,-0.628,0.454
0.023,0.258,0.039,10.246,-0.105,-0.053,-26.7,4.05,8.17,0.461,0.43,-0.627,0.454
0.019,0.442,-0.001,10.576,-0.311,-0.235,-28.65,5.55,10.12,0.462,0.429,-0.626,0.455
-0.488,0.444,0.302,9.796,-0.445,0.125,-28.65,5.55,10.12,0.464,0.426,-0.627,0.456
-0.367,0.52,0.269,10.093,0.354,0.527,-27.3,7.2,8.77,0.465,0.423,-0.627,0.456
-0.421,0.464,0.237,9.58,0.125,-0.34,-27.3,7.2,8.77,0.467,0.42,-0.628,0.457
-0.218,0.505,0.169,9.532,-0.81,-0.177,-26.55,4.95,8.47,0.468,0.418,-0.627,0.457
-0.122,0.538,0.212,9.398,-0.144,0.287,-27.15,5.85,9.37,0.47,0.416,-0.627,0.459
0.242,0.614,0.099,9.628,-0.302,0.627,-27.45,5.55,7.87,0.471,0.415,-0.625,0.461
0.485,0.638,0.062,9.499,0.024,0.685,-26.55,4.95,8.02,0.472,0.414,-0.622,0.464
0.861,0.568,0.074,9.796,-0.077,1.001,-26.85,4.95,7.72,0.472,0.415,-0.619,0.468
0.417,0.681,-0.121,10.054,-0.532,0.795,-29.55,5.55,7.87,0.473,0.414,-0.616,0.47
-0.253,0.656,-0.092,9.436,-0.608,0.163,-29.1,8.1,7.12,0.476,0.412,-0.615,0.471
-0.374,0.618,-0.082,9.848,-0.187,0.92,-26.85,5.4,6.07,0.479,0.41,-0.614,0.471
-0.574,0.795,-0.14,10.203,-0.048,1.202,-26.55,5.4,5.02,0.483,0.408,-0.613,0.47
-0.663,0.7,-0.099,9.896,-0.158,0.996,-26.55,5.4,5.02,0.487,0.405,-0.613,0.469
-0.563,0.737,-0.095,9.685,-0.225,1.169,-28.05,4.95,6.52,0.491,0.402,-0.612,0.469
-0.454,0.676,-0.02,9.633,-0.168,0.436,-28.95,5.7,5.77,0.494,0.399,-0.611,0.469
-0.254,0.546,-0.059,9.796,0.254,1.13,-27.75,5.7,7.72,0.496,0.398,-0.61,0.469
-0.199,0.721,-0.181,9.748,0.441,1.926,-27.9,6.6,4.42,0.499,0.396,-0.609,0.469
-0.311,0.954,-0.217,9.8,0.129,2.026,-28.35,6.6,4.87,0.503,0.394,-0.606,0.47
-0.548,1.119,-0.147,9.753,0.335,2.309,-26.85,6.15,4.27,0.508,0.39,-0.604,0.47
-0.691,1.301,-0.139,10.246,0.465,1.14,-26.85,6.15,4.27,0.514,0.386,-0.602,0.47
0.005,1.108,-0.037,9.297,0.072,1.614,-28.5,5.7,4.57,0.517,0.383,-0.599,0.472
-0.059,1.081,-0.061,9.456,0.0,1.667,-26.85,5.4,3.07,0.521,0.381,-0.596,0.474
-0.751,1.336,0.51,7.214,-1.063,-2.668,-27.9,5.85,4.42,0.524,0.374,-0.596,0.475
-1.037,1.518,-0.293,9.149,-0.043,3.018,-26.85,4.95,3.07,0.532,0.369,-0.594,0.475
-0.625,1.365,-0.3,9.115,-0.014,1.758,-27.9,6.3,1.87,0.538,0.365,-0.591,0.474
0.571,1.238,-0.248,9.772,0.369,2.639,-26.85,4.65,3.52,0.541,0.364,-0.586,0.478
0.576,1.32,0.383,7.674,-0.886,2.261,-27.15,4.35,1.87,0.543,0.361,-0.581,0.483
-0.004,1.284,-0.168,9.154,0.125,3.042,-28.95,4.65,1.57,0.547,0.359,-0.577,0.485
-1.027,1.45,-0.324,9.623,-0.163,2.256,-27.75,4.65,-0.68,0.554,0.353,-0.575,0.484
-0.817,1.442,-0.187,9.398,0.575,3.358,-27.75,4.65,-0.68,0.561,0.348,-0.572,0.483
-0.059,1.359,-0.165,9.111,0.378,2.558,-27.9,5.85,-0.08,0.565,0.345,-0.568,0.485
0.557,1.422,0.488,7.108,-1.451,2.591,-27.9,5.85,-0.08,0.567,0.342,-0.564,0.491
0.215,1.583,0.141,9.015,-0.326,5.777,-29.55,6.6,-0.53,0.571,0.338,-0.559,0.495
-0.666,1.568,-0.369,8.89,-0.206,4.766,-28.95,6.15,-0.68,0.577,0.333,-0.555,0.495
-0.683,1.482,0.048,9.647,0.599,3.698,-28.5,4.95,-1.73,0.583,0.327,-0.552,0.495
0.582,1.29,0.106,8.459,0.359,2.548,-27.75,5.7,-1.73,0.585,0.325,-0.547,0.499
1.315,1.02,-0.178,8.474,0.182,4.656,-27.15,5.1,-2.33,0.586,0.327,-0.54,0.504
1.424,0.998,-0.085,8.359,0.34,4.598,-26.85,5.7,-2.48,0.587,0.329,-0.533,0.51
0.865,1.031,-0.104,8.301,0.857,4.086,-26.85,5.7,-2.48,0.589,0.329,-0.527,0.513
0.176,1.141,-0.287,7.808,0.57,4.675,-27.45,5.1,-3.08,0.593,0.327,-0.523,0.515
0.651,1.715,0.389,4.79,-0.417,4.881,-27.9,5.55,-3.83,0.595,0.323,-0.516,0.521
1.242,1.062,0.26,8.004,0.254,4.177,-28.5,4.65,-6.68,0.596,0.323,-0.51,0.527
0.804,0.987,-0.095,8.335,0.268,5.307,-26.7,5.55,-5.48,0.597,0.323,-0.504,0.53
0.538,0.77,0.028,8.119,0.455,6.246,-28.95,5.4,-4.73,0.599,0.323,-0.5,0.533
0.074,1.134,-0.029,7.827,0.077,5.111,-26.7,5.55,-6.53,0.602,0.32,-0.496,0.535
-0.244,1.026,-0.489,7.525,0.891,5.418,-26.85,4.95,-6.68,0.606,0.317,-0.492,0.535
-0.22,0.903,-0.735,7.472,1.13,5.279,-27.9,6.3,-6.83,0.611,0.316,-0.489,0.534
-0.053,0.961,-0.862,7.932,1.049,4.651,-26.85,3.45,-5.93,0.616,0.316,-0.484,0.532
-0.019,0.998,-0.82,8.239,0.723,5.384,-26.85,3.45,-5.93,0.621,0.315,-0.479,0.531
-0.243,0.897,-0.531,8.119,0.647,6.352,-26.85,4.2,-7.43,0.625,0.313,-0.476,0.531
0.012,0.922,-0.119,8.239,1.006,5.48,-26.85,3.9,-8.18,0.628,0.311,-0.473,0.532
0.058,1.112,0.272,7.822,0.915,5.413,-29.7,4.2,-7.88,0.63,0.307,-0.469,0.534
0.298,1.336,0.401,7.243,0.963,5.782,-25.65,5.7,-9.38,0.631,0.304,-0.464,0.539
0.98,1.202,0.36,6.615,1.217,7.075,-26.55,5.4,-9.68,0.632,0.302,-0.458,0.544
1.11,0.665,0.366,6.668,0.584,4.292,-25.95,4.05,-9.53,0.631,0.303,-0.453,0.549
1.822,0.49,0.86,7.108,-0.848,1.945,-25.95,4.05,-9.53,0.627,0.306,-0.448,0.556
1.341,1.095,0.596,6.701,-1.154,3.161,-26.55,3.15,-11.63,0.625,0.306,-0.442,0.563
3.379,0.563,-0.005,7.29,1.902,9.039,-26.1,4.2,-10.88,0.622,0.314,-0.43,0.571
1.869,0.772,-0.183,6.433,2.615,6.308,-24.15,3.15,-10.13,0.622,0.318,-0.421,0.576
2.664,0.375,0.162,6.605,2.338,7.918,-26.1,4.2,-9.68,0.618,0.325,-0.412,0.583
0.673,0.944,-0.553,7.329,4.311,9.594,-26.55,3.45,-10.88,0.621,0.326,-0.405,0.584
-0.252,0.379,-0.236,7.645,-0.685,5.552,-25.5,2.55,-9.53,0.623,0.324,-0.404,0.583
-0.219,0.181,-0.385,6.893,3.267,7.975,-25.5,2.55,-11.03,0.625,0.323,-0.403,0.582
-0.137,-0.088,0.14,7.166,2.136,6.385,-27.75,0.9,-11.18,0.625,0.323,-0.403,0.582
-0.08,-0.262,0.161,7.286,2.256,7.032,-27.75,0.9,-11.18,0.625,0.324,-0.404,0.582
-0.279,-0.209,0.592,7.458,1.897,6.965,-25.5,2.25,-10.58,0.623,0.322,-0.406,0.583
-0.489,-0.269,0.554,7.123,1.255,7.046,-26.1,1.2,-9.38,0.622,0.32,-0.409,0.583
-0.396,-0.043,0.669,7.027,1.169,6.754,-26.1,1.2,-9.38,0.621,0.318,-0.411,0.585
-0.279,-0.06,0.472,7.08,2.615,6.696,-26.1,1.95,-10.13,0.62,0.316,-0.412,0.585
-0.241,0.385,-0.306,6.318,4.915,7.889,-25.65,3.15,-9.68,0.623,0.315,-0.41,0.584
-0.975,0.538,-0.399,6.438,1.825,5.322,-26.25,1.8,-10.28,0.627,0.312,-0.41,0.582
-0.792,0.424,0.101,6.802,0.297,5.585,-24.3,3.0,-10.58,0.628,0.308,-0.411,0.581
-0.432,0.383,-0.042,7.003,0.944,6.256,-27.9,3.3,-11.78,0.63,0.305,-0.411,0.581
-0.166,0.142,-0.025,7.238,1.375,6.888,-25.5,3.0,-10.58,0.631,0.304,-0.41,0.581
-0.256,0.14,0.042,7.003,1.25,7.046,-25.5,3.0,-10.58,0.632,0.303,-0.41,0.581
-0.373,0.251,-0.0,7.07,1.633,6.174,-25.65,2.4,-11.18,0.633,0.301,-0.41,0.58
-0.138,0.459,-0.091,7.156,1.087,6.208,-25.5,3.0,-11.03,0.635,0.3,-0.409,0.58
-0.22,0.575,0.073,6.97,0.675,6.471,-26.25,3.0,-12.23,0.636,0.297,-0.407,0.581
-0.43,0.613,0.136,6.845,1.217,6.97,-24.15,3.9,-12.38,0.638,0.294,-0.406,0.582
-0.757,0.56,-0.008,5.983,1.763,5.14,-25.65,3.15,-12.68,0.641,0.29,-0.406,0.581
-0.952,0.816,0.174,5.853,1.116,6.064,-25.65,4.2,-12.38,0.643,0.284,-0.406,0.581
-0.235,0.614,0.075,7.568,1.217,7.008,-25.65,5.4,-12.38,0.645,0.281,-0.405,0.581
-0.49,0.759,-0.032,6.103,0.757,7.204,-25.05,3.3,-12.98,0.647,0.277,-0.403,0.582
-0.638,0.659,-0.005,6.443,1.025,6.668,-25.5,2.55,-11.03,0.65,0.273,-0.403,0.581
-0.817,0.869,-0.213,6.308,0.22,6.452,-25.5,2.55,-11.03,0.653,0.269,-0.402,0.58
-0.693,1.075,0.157,6.232,0.91,7.233,-25.05,4.8,-13.28,0.656,0.263,-0.4,0.581
-0.425,1.15,0.352,6.404,0.278,7.262,-25.05,4.8,-13.28,0.658,0.257,-0.398,0.583
-0.005,1.033,0.478,6.462,0.536,7.219,-24.15,3.15,-12.68,0.659,0.253,-0.394,0.586
0.335,1.628,0.474,6.136,0.35,5.82,-25.05,4.05,-12.98,0.66,0.248,-0.389,0.59
0.529,1.313,0.225,6.232,0.326,7.003,-23.7,3.9,-14.93,0.662,0.246,-0.383,0.593
0.712,1.179,-0.007,5.906,0.479,7.899,-23.85,3.3,-14.48,0.663,0.245,-0.376,0.596
0.696,0.884,-0.064,5.643,0.613,8.057,-23.85,3.3,-14.48,0.664,0.244,-0.37,0.599
0.591,0.924,-0.226,5.609,0.58,6.97,-24.3,3.3,-16.73,0.666,0.244,-0.365,0.6
0.808,0.95,-0.301,5.188,1.015,7.013,-24.3,3.3,-16.73,0.668,0.244,-0.358,0.602
0.72,1.246,-0.437,5.585,0.805,8.311,-23.25,3.45,-15.68,0.671,0.244,-0.351,0.603
0.684,1.381,-0.434,5.039,1.015,8.019,-23.7,3.45,-16.88,0.674,0.242,-0.343,0.605
0.282,2.228,-0.379,5.652,2.002,7.123,-22.65,3.0,-16.28,0.679,0.237,-0.334,0.606
0.428,3.525,-0.197,6.083,1.768,5.532,-22.5,3.15,-16.88,0.685,0.229,-0.32,0.61
0.342,4.366,-0.416,4.694,2.51,8.981,-22.05,3.45,-18.08,0.693,0.217,-0.303,0.614
